cat_level_1,cat_level_2,cat_level_3,ym,median,mean,n,q25,q75,median_pct,q25_pct,q75_pct
شوینده-ها,شوینده-ظروف,__no_l3__,1404-01,1.0,1.0,68,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شوینده-ظروف,__no_l3__,1404-02,1.0,1.0316,68,1.0,1.0414,100.0,100.0,104.14000000000001
شوینده-ها,شوینده-ظروف,__no_l3__,1404-03,1.0154,1.0587,68,1.0,1.0871,101.54,100.0,108.71
شوینده-ها,شوینده-ظروف,__no_l3__,1404-04,1.0249,1.088,68,1.0,1.1672,102.49,100.0,116.72
شوینده-ها,شوینده-ظروف,__no_l3__,1404-05,1.0273,1.1122,68,1.0,1.2438,102.73,100.0,124.38
شوینده-ها,شوینده-ظروف,__no_l3__,1404-06,1.077,1.1358,68,1.0,1.2769,107.69999999999999,100.0,127.69
شوینده-ها,شوینده-ظروف,__no_l3__,1404-07,1.1747,1.277,68,1.0,1.3367,117.47000000000001,100.0,133.67
شوینده-ها,شوینده-ظروف,__no_l3__,1404-08,1.1898,1.2843,68,1.0,1.3356,118.97999999999999,100.0,133.56
شوینده-ها,شوینده-ظروف,__no_l3__,1404-09,1.2366,1.3047,68,1.0475,1.3487,123.66,104.75000000000001,134.87
شوینده-ها,شوینده-ظروف,__no_l3__,1404-10,1.3128,1.3662,68,1.1007,1.4265,131.28,110.07000000000001,142.65
شوینده-ها,شوینده-ظروف,__no_l3__,1404-11,1.4613,1.4089,68,1.241,1.6002,146.13,124.10000000000001,160.02
شوینده-ها,شوینده-ظروف,__no_l3__,1404-12,1.6352,1.5815,68,1.3234,1.8629,163.52,132.34,186.29
شوینده-ها,شوینده-ظروف,__no_l3__,1405-01,1.733,1.6914,68,1.3701,2.0656,173.3,137.01000000000002,206.56
شوینده-ها,شوینده-ظروف,__no_l3__,1405-02,1.8806,1.8646,68,1.5292,2.2767,188.06,152.92,227.67
شوینده-ها,شوینده-ظروف,__no_l3__,1405-03,1.9842,1.9585,68,1.6743,2.3979,198.42,167.42999999999998,239.79
شوینده-ها,شوینده-ظروف,__no_l3__,1405-04,2.0208,1.9799,68,1.6743,2.471,202.07999999999998,167.42999999999998,247.10000000000002
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-01,1.0,1.0,24,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-02,1.0402,1.0692,24,1.0,1.0695,104.02,100.0,106.94999999999999
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-03,1.1105,1.152,24,1.0055,1.1779,111.05000000000001,100.55000000000001,117.78999999999999
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-04,1.1611,1.1749,24,1.0153,1.2688,116.11,101.53000000000002,126.88
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-05,1.2246,1.1881,24,1.0377,1.2839,122.46,103.77000000000001,128.39000000000001
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-06,1.2559,1.2246,24,1.0829,1.3375,125.59,108.28999999999999,133.75
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-07,1.2683,1.2588,24,1.1491,1.3493,126.83,114.91,134.93
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-08,1.2709,1.2911,24,1.1801,1.3888,127.08999999999999,118.00999999999999,138.88
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-09,1.3002,1.31,24,1.2172,1.3908,130.02,121.72,139.08
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-10,1.3429,1.3727,24,1.2778,1.4422,134.29,127.78,144.22
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-11,1.6151,1.5885,24,1.4341,1.7271,161.51,143.41,172.71
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1404-12,1.8073,1.7827,24,1.6145,2.0229,180.73,161.45000000000002,202.29
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1405-01,1.99,1.9082,24,1.674,2.1167,199.0,167.4,211.67
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1405-02,2.0882,2.1138,24,1.8603,2.3842,208.82,186.03,238.42
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1405-03,2.341,2.3887,24,2.0314,2.664,234.10000000000002,203.14000000000001,266.40000000000003
شوینده-ها,شوینده-و-نرم-کننده-لباس-و-حوله,__no_l3__,1405-04,2.3525,2.4796,24,2.055,2.7889,235.25,205.50000000000003,278.89
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-01,1.0,1.0,56,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-02,1.0,1.0194,56,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-03,1.0,1.0242,56,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-04,1.0,1.0441,56,1.0,1.0,100.0,100.0,100.0
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-05,1.0,1.0545,56,1.0,1.0641,100.0,100.0,106.41000000000001
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-06,1.0,1.0608,56,1.0,1.0664,100.0,100.0,106.64
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-07,1.0,1.0768,56,1.0,1.1314,100.0,100.0,113.14
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-08,1.0,1.0859,56,1.0,1.2158,100.0,100.0,121.58
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-09,1.0,1.0989,56,1.0,1.2581,100.0,100.0,125.81
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-10,1.0,1.1259,56,1.0,1.2591,100.0,100.0,125.91000000000001
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-11,1.1459,1.2187,56,1.0,1.3826,114.58999999999999,100.0,138.26
شوینده-ها,شیشه-پاک-کن,__no_l3__,1404-12,1.1708,1.2723,56,1.0,1.5033,117.08000000000001,100.0,150.33
شوینده-ها,شیشه-پاک-کن,__no_l3__,1405-01,1.2811,1.3613,56,1.0,1.6594,128.10999999999999,100.0,165.94
شوینده-ها,شیشه-پاک-کن,__no_l3__,1405-02,1.6383,1.664,56,1.0858,2.1751,163.83,108.58000000000001,217.51
شوینده-ها,شیشه-پاک-کن,__no_l3__,1405-03,1.7344,1.8219,56,1.2567,2.3349,173.44,125.66999999999999,233.49
شوینده-ها,شیشه-پاک-کن,__no_l3__,1405-04,1.7932,19.6818,56,1.29,2.4676,179.32,129.0,246.76
شوینده-ها,مایع-دستشویی,__no_l3__,1404-01,1.0,1.0,58,1.0,1.0,100.0,100.0,100.0
شوینده-ها,مایع-دستشویی,__no_l3__,1404-02,1.0,1.0435,58,1.0,1.0682,100.0,100.0,106.82000000000001
شوینده-ها,مایع-دستشویی,__no_l3__,1404-03,1.05,1.1025,58,1.0,1.1979,105.0,100.0,119.78999999999999
شوینده-ها,مایع-دستشویی,__no_l3__,1404-04,1.122,1.1536,58,1.0,1.2839,112.20000000000002,100.0,128.39000000000001
شوینده-ها,مایع-دستشویی,__no_l3__,1404-05,1.147,1.1854,58,1.0,1.3103,114.7,100.0,131.03
شوینده-ها,مایع-دستشویی,__no_l3__,1404-06,1.1657,1.225,58,1.0,1.3608,116.57,100.0,136.08
شوینده-ها,مایع-دستشویی,__no_l3__,1404-07,1.2467,1.2387,58,1.1,1.3841,124.66999999999999,110.00000000000001,138.41000000000003
شوینده-ها,مایع-دستشویی,__no_l3__,1404-08,1.2995,1.2736,58,1.1063,1.4678,129.95000000000002,110.63000000000001,146.78
شوینده-ها,مایع-دستشویی,__no_l3__,1404-09,1.3709,1.3145,58,1.1063,1.5072,137.09,110.63000000000001,150.72
شوینده-ها,مایع-دستشویی,__no_l3__,1404-10,1.4186,1.3619,58,1.1278,1.5981,141.86,112.77999999999999,159.81
شوینده-ها,مایع-دستشویی,__no_l3__,1404-11,1.6296,1.5407,58,1.3592,1.7607,162.95999999999998,135.92,176.07
شوینده-ها,مایع-دستشویی,__no_l3__,1404-12,1.6802,1.656,58,1.4559,1.9582,168.01999999999998,145.59,195.82
شوینده-ها,مایع-دستشویی,__no_l3__,1405-01,1.8837,1.7971,58,1.5803,2.1561,188.37,158.03,215.60999999999999
شوینده-ها,مایع-دستشویی,__no_l3__,1405-02,2.1081,2.1195,58,1.65,2.6193,210.80999999999997,165.0,261.93
شوینده-ها,مایع-دستشویی,__no_l3__,1405-03,2.3521,2.4862,58,1.9846,2.8586,235.21,198.45999999999998,285.86
شوینده-ها,مایع-دستشویی,__no_l3__,1405-04,2.4221,2.5289,58,2.0264,2.8586,242.20999999999998,202.64000000000001,285.86
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-01,1.0,1.0,48,1.0,1.0,100.0,100.0,100.0
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-02,1.0,0.9723,48,0.9428,1.0,100.0,94.28,100.0
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-03,0.9883,0.9616,48,0.9188,1.0,98.83,91.88,100.0
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-04,1.0,0.9796,48,0.95,1.0,100.0,95.0,100.0
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-05,0.9973,0.9788,48,0.9571,1.0,99.72999999999999,95.71,100.0
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-06,1.0,1.0095,48,0.9858,1.0153,100.0,98.58,101.53000000000002
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-07,1.0282,1.0576,48,1.0,1.0651,102.82,100.0,106.50999999999999
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-08,1.0232,1.0558,48,1.0,1.0671,102.32000000000001,100.0,106.71
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-09,1.0944,1.116,48,1.0298,1.1383,109.44,102.98,113.83000000000001
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-10,1.2213,1.2473,48,1.1701,1.2964,122.13000000000001,117.00999999999999,129.64
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-11,1.4014,1.4109,48,1.3176,1.4675,140.14,131.76000000000002,146.75
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1404-12,1.474,1.4881,48,1.3883,1.5639,147.4,138.83,156.39000000000001
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1405-01,1.5801,1.5817,48,1.4547,1.6711,158.01000000000002,145.47,167.11
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1405-02,2.0209,2.0184,48,1.8509,2.1991,202.09,185.09,219.91
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1405-03,2.1108,2.0848,48,1.9247,2.2568,211.07999999999998,192.47,225.68
لوازم-خانگی,تلویزیون-و-لوازم-جانبی,تلویزیون,1405-04,2.0361,1.9937,48,1.7895,2.1673,203.60999999999999,178.95000000000002,216.73
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-01,1.0,1.0,46,1.0,1.0,100.0,100.0,100.0
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-02,1.0,1.0001,46,0.9716,1.0235,100.0,97.16,102.35000000000001
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-03,0.9963,0.9988,46,0.9599,1.026,99.63,95.99,102.60000000000001
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-04,1.0191,1.0305,46,0.9988,1.0605,101.91,99.88,106.05
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-05,1.0466,1.0527,46,1.0166,1.1018,104.66,101.66,110.17999999999999
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-06,1.1023,1.0968,46,1.0406,1.1423,110.23,104.06,114.23
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-07,1.1531,1.1539,46,1.1067,1.214,115.31,110.67,121.39999999999999
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-08,1.1762,1.1613,46,1.1062,1.2255,117.61999999999999,110.62,122.55
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-09,1.186,1.185,46,1.1051,1.2626,118.6,110.50999999999999,126.25999999999999
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-10,1.2861,1.2877,46,1.2147,1.3658,128.61,121.46999999999998,136.57999999999998
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-11,1.5856,1.5704,46,1.4492,1.656,158.56,144.92000000000002,165.6
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1404-12,1.6644,1.6646,46,1.5634,1.785,166.44,156.34,178.5
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1405-01,1.7769,1.7903,46,1.6881,1.9431,177.69,168.81,194.31
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1405-02,2.3821,2.3349,46,2.1349,2.5274,238.20999999999998,213.49,252.74
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1405-03,2.7013,2.695,46,2.413,2.9044,270.13,241.29999999999998,290.44
لوازم-خانگی,یخچال-فریزر-و-آب-سردکن,یخچال-و-فریزر,1405-04,2.7096,2.7171,46,2.3731,2.9692,270.96,237.31,296.91999999999996
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-01,1.0,1.0,65,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-02,1.0,1.0114,65,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-03,1.0,1.05,65,1.0,1.0636,100.0,100.0,106.36000000000001
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-04,1.0,1.0963,65,1.0,1.131,100.0,100.0,113.1
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-05,1.0845,1.1736,65,1.0,1.2309,108.45,100.0,123.09
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-06,1.1006,1.2309,65,1.0,1.2955,110.06,100.0,129.55
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-07,1.2275,1.3353,65,1.0,1.3828,122.75,100.0,138.28
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-08,1.3485,1.4401,65,1.0858,1.5465,134.85,108.58000000000001,154.65
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-09,1.3867,1.5196,65,1.1667,1.6693,138.67000000000002,116.67,166.93
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-10,1.4987,1.6003,65,1.2136,1.7898,149.87,121.36,178.98000000000002
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-11,1.6526,1.8051,65,1.2617,1.9621,165.26000000000002,126.17,196.21
مواد-غذایی,آجیل-و-خشکبار,بادام,1404-12,1.8174,1.93,65,1.4575,2.1458,181.73999999999998,145.75,214.57999999999998
مواد-غذایی,آجیل-و-خشکبار,بادام,1405-01,1.9286,2.0369,65,1.6015,2.1887,192.86,160.15,218.86999999999998
مواد-غذایی,آجیل-و-خشکبار,بادام,1405-02,2.1538,2.2857,65,1.8316,2.4991,215.38,183.16,249.91
مواد-غذایی,آجیل-و-خشکبار,بادام,1405-03,2.2975,2.5302,65,2.025,2.7179,229.75,202.5,271.79
مواد-غذایی,آجیل-و-خشکبار,بادام,1405-04,2.303,2.5391,65,2.025,2.7179,230.29999999999998,202.5,271.79
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-01,1.0,1.0,68,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-02,1.0,0.9998,68,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-03,1.0,1.0136,68,1.0,1.0232,100.0,100.0,102.32000000000001
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-04,1.0,1.0202,68,1.0,1.0347,100.0,100.0,103.47
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-05,1.0,1.0589,68,1.0,1.0748,100.0,100.0,107.48
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-06,1.0,1.0958,68,1.0,1.1004,100.0,100.0,110.04
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-07,1.1024,1.2039,68,1.0,1.2604,110.24000000000001,100.0,126.03999999999999
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-08,1.2413,1.3306,68,1.0527,1.4194,124.13000000000001,105.27,141.94
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-09,1.3563,1.4212,68,1.075,1.5528,135.63,107.5,155.28
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-10,1.3744,1.461,68,1.1495,1.6051,137.44,114.95,160.51
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-11,1.5418,1.6514,68,1.2804,1.9157,154.18,128.04,191.57
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1404-12,1.7661,1.8445,68,1.4173,2.1248,176.61,141.73,212.48
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1405-01,1.9038,2.034,68,1.5171,2.4644,190.38,151.70999999999998,246.44
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1405-02,2.1411,2.3327,68,1.7183,2.7144,214.10999999999999,171.82999999999998,271.44
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1405-03,2.6028,2.7965,68,1.9973,3.2826,260.28,199.73000000000002,328.26
مواد-غذایی,آجیل-و-خشکبار,تخمه-و-مغزیجات,1405-04,2.6196,2.8011,68,1.9973,3.2826,261.96000000000004,199.73000000000002,328.26
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-01,1.0,1.0,54,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-02,1.0,1.003,54,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-03,1.0,1.0237,54,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-04,1.0,1.0544,54,1.0,1.0296,100.0,100.0,102.96000000000001
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-05,1.0,1.0889,54,1.0,1.1176,100.0,100.0,111.75999999999999
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-06,1.0,1.1178,54,1.0,1.1411,100.0,100.0,114.11
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-07,1.0,1.1442,54,1.0,1.1819,100.0,100.0,118.19
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-08,1.0,1.157,54,1.0,1.2698,100.0,100.0,126.98
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-09,1.0227,1.2144,54,1.0,1.341,102.27,100.0,134.1
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-10,1.0982,1.2132,54,1.0,1.3334,109.82000000000001,100.0,133.34
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-11,1.131,1.2442,54,1.0,1.4322,113.1,100.0,143.22
مواد-غذایی,آجیل-و-خشکبار,خرما,1404-12,1.1479,1.2922,54,0.9775,1.4729,114.78999999999999,97.75,147.29000000000002
مواد-غذایی,آجیل-و-خشکبار,خرما,1405-01,1.3472,1.3437,54,1.0,1.6072,134.72,100.0,160.72
مواد-غذایی,آجیل-و-خشکبار,خرما,1405-02,1.3286,1.4441,54,1.0049,1.714,132.86,100.49,171.4
مواد-غذایی,آجیل-و-خشکبار,خرما,1405-03,1.3065,1.4962,54,0.987,1.8703,130.65,98.7,187.03
مواد-غذایی,آجیل-و-خشکبار,خرما,1405-04,1.3065,1.4946,54,1.0049,1.8703,130.65,100.49,187.03
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-01,1.0,1.0,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-02,1.0,1.0015,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-03,1.0,0.9929,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-04,1.0,0.976,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-05,1.0,0.9784,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-06,1.0,0.9784,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-07,1.0,0.9943,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-08,1.0,0.9986,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-09,1.0,1.0119,43,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-10,1.0,1.2091,43,1.0,1.1882,100.0,100.0,118.82
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-11,1.1667,1.477,43,1.0,1.6272,116.67,100.0,162.72
مواد-غذایی,آجیل-و-خشکبار,سویا,1404-12,1.3204,1.6005,43,1.0,2.3235,132.04,100.0,232.35000000000002
مواد-غذایی,آجیل-و-خشکبار,سویا,1405-01,1.6667,1.7077,43,1.0,2.3724,166.67000000000002,100.0,237.23999999999998
مواد-غذایی,آجیل-و-خشکبار,سویا,1405-02,1.95,1.9511,43,1.0,2.7125,195.0,100.0,271.25
مواد-غذایی,آجیل-و-خشکبار,سویا,1405-03,2.025,2.1231,43,1.0,2.8785,202.5,100.0,287.84999999999997
مواد-غذایی,آجیل-و-خشکبار,سویا,1405-04,2.0468,2.1408,43,1.0417,2.8785,204.68,104.17,287.84999999999997
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-01,1.0,1.0,71,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-02,1.0,1.0055,71,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-03,1.0,1.0086,71,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-04,1.0,1.0003,71,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-05,1.0,1.0146,71,1.0,1.0033,100.0,100.0,100.33000000000001
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-06,1.0,1.0189,71,1.0,1.0069,100.0,100.0,100.69
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-07,1.0244,1.1336,71,1.0,1.185,102.44,100.0,118.5
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-08,1.0958,1.2182,71,1.0,1.3706,109.58000000000001,100.0,137.06
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-09,1.1879,1.3266,71,1.0,1.5885,118.78999999999999,100.0,158.85
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-10,1.2889,1.3956,71,1.0,1.6942,128.89,100.0,169.42
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-11,1.3488,1.528,71,1.1195,1.8044,134.88,111.94999999999999,180.44
مواد-غذایی,آجیل-و-خشکبار,فندق,1404-12,1.5559,1.8343,71,1.2307,2.0187,155.59,123.07,201.87
مواد-غذایی,آجیل-و-خشکبار,فندق,1405-01,1.5858,1.9725,71,1.3007,2.1379,158.58,130.07,213.79000000000002
مواد-غذایی,آجیل-و-خشکبار,فندق,1405-02,1.7177,2.0809,71,1.35,2.2904,171.77,135.0,229.04
مواد-غذایی,آجیل-و-خشکبار,فندق,1405-03,1.9275,2.2463,71,1.4387,2.4233,192.75,143.87,242.32999999999998
مواد-غذایی,آجیل-و-خشکبار,فندق,1405-04,1.9468,2.2596,71,1.4759,2.4233,194.68,147.59,242.32999999999998
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-01,1.0,1.0,46,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-02,1.0,1.0261,46,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-03,1.0,1.0513,46,1.0,1.0221,100.0,100.0,102.21000000000001
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-04,1.0,1.0744,46,1.0,1.096,100.0,100.0,109.60000000000001
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-05,1.0268,1.1134,46,1.0,1.2094,102.67999999999999,100.0,120.94
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-06,1.0705,1.1653,46,1.0,1.3036,107.05,100.0,130.36
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-07,1.2232,1.2962,46,1.0139,1.42,122.32000000000001,101.39,142.0
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-08,1.3126,1.3994,46,1.0293,1.7601,131.26,102.93,176.01
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-09,1.463,1.5519,46,1.1325,1.8562,146.3,113.25,185.62
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-10,1.5871,1.6752,46,1.2564,1.9071,158.71,125.64,190.71
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-11,1.7028,1.8008,46,1.2532,2.1286,170.28,125.32000000000001,212.86
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1404-12,1.729,1.9642,46,1.3501,2.3495,172.9,135.01000000000002,234.95
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1405-01,1.8426,2.0474,46,1.4858,2.5168,184.26,148.58,251.68
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1405-02,2.2165,2.5843,46,1.6178,2.7592,221.64999999999998,161.78,275.91999999999996
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1405-03,2.3386,2.8164,46,1.5754,2.9335,233.86,157.54,293.35
مواد-غذایی,آجیل-و-خشکبار,میوه-خشک,1405-04,2.3386,2.8419,46,1.6401,2.9335,233.86,164.01,293.35
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-01,1.0,1.0,65,1.0,1.0,100.0,100.0,100.0
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-02,1.0,1.0206,65,1.0,1.0258,100.0,100.0,102.58
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-03,1.0148,1.0479,65,1.0,1.0704,101.47999999999999,100.0,107.04
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-04,1.0167,1.0648,65,1.0,1.115,101.66999999999999,100.0,111.5
مواد-غذایی,آجیل-و-خشکبار,پسته,1404-05,1.0555,1.0807,65,1.0,1.1376,105.55000000000001,100.0,113.75999999999999
